resultId,predicted_positionOrder
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
23949,3.026666666666667
